id,x
1,-0.573753843457929
2,0.781747105027109
3,1.12299708627533
4,-1.61349540983099
5,0.703058533019938
6,1.83470858231129
7,-0.961301594124277
8,-0.0663556333142398
9,2.01523355977984
10,1.6273704830905
11,0.183731989442268
12,0.494974488616223
13,-0.0380953172927423
14,1.13346398665199
15,1.28850765572999
16,0.52767541494076
17,1.15994838057263
18,0.674414043546864
19,1.39022595733342
20,0.162953690264502
21,-0.630330726177365
22,2.57456726905589
23,1.11311849933686
24,1.89685580058263
25,-0.481309409082383
26,-1.17530242492667
27,-0.27002019092833
28,0.612394150647369
29,-0.142355386544602
30,-0.532580907690212
31,1.83851347282176
32,0.913636675525242
33,-2.04644834707875
34,-1.11420406556436
35,-1.44422425327547
36,0.524728037928215
37,0.500697627450477
38,0.317385814719356
39,1.10616847755612
40,1.31455200086547
41,-2.92696019524329
42,-0.546377389441243
43,-0.570935914534014
44,0.0363079479527148
45,1.21146323033852
46,-0.395066373765593
47,-0.380928245234949
48,-0.521565229746607
49,-0.35873827164612
50,0.90603337291174
51,0.0142726321160513
52,1.51453148165651
53,1.15893202767049
54,-0.846423211282387
55,-2.45735666708664
56,-0.800899420155677
57,-0.230886815573444
58,-0.374590816571587
59,-0.652300239281446
60,0.59085408377225
61,-0.840588763978734
62,0.904652527289593
63,0.660877094422313
64,1.80739144057046
65,0.00752984071684014
66,-0.236752496773508
67,-1.36476101079675
68,0.916716492047686
69,-0.606145307489124
70,-0.680538215825932
71,0.279857002255256
72,-0.77967904131131
73,-0.165399442069037
74,1.79091179356309
75,0.787500350717635
76,-0.483562862273583
77,0.166315524349405
78,-1.92935589526936
79,-1.91811227885932
80,1.48567654635965
81,1.3082486539141
82,0.432932943830899
83,-1.16619048164486
84,0.091649105479753
85,-1.19353980197085
86,0.552622929202655
87,0.19998096402988
88,2.06165998160404
89,-0.942133313791343
90,-0.071134378214766
91,0.0514456506010239
92,-1.23378012257467
93,0.174979119640218
94,-0.86119667143546
95,-2.40607343901256
96,1.58762983564639
97,0.196633914208474
98,0.506182011927064
99,0.461052238044921
100,-0.926133235072987
